Sentences,Virtual,Video,Escorted,Self-Guided
". Today at 1:00 p.m. I don't want a leasing agent for my tour. Goodbye, Tasha.",0,1,0,1
"Sounds good. I desire a virtual tour, maybe On October 24th? Goodbye.",1,1,0,0
"Sounds good. I would like an online tour, possibly On May 20th? Thanks, Angelica.",1,1,0,0
"Good morning Christopher. I need to schedule a call, possibly Today at 10:00 a.m.? .",1,0,0,0
"Hey Stephanie. My father wants to have a virtual tour, perhaps Today at 8:00 a.m.? I hope to hear back soon, Kayla.",1,0,0,0
" On February 12th I'm on vacation, so I can't visit the flat. See you soon, Todd.",1,1,0,0
"Good afternoon. I would like to see the place, perhaps On January 21st? See you soon.",1,1,1,1
"Hi. I would like to schedule a call, perhaps Tomorrow at 4:10 p.m.? See you soon, Julia.",1,0,0,0
"Cool Ashley. I need a tour with a leasing agent, perhaps Today at 8:20 a.m.? I hope this works, Aaron.",0,0,1,0
"Hey. I want to see it, but can't come in person, maybe On February 12th? Let me know, Felicia.",1,1,0,0
"Good afternoon. I would like to have a look at the community, what about Tomorrow at 1:10 p.m.? Thanks in advance, James.",1,1,1,1
"Alright. My wife wants to have a virtual tour, maybe Tomorrow at 8:20 a.m.? Thanks in advance, Ryan.",1,0,0,0
"Sounds good William. I want to be able to talk to a leasing agent on my tour, maybe Tomorrow? Thank you.",0,0,1,0
"Hey Allison. Could I get an online tour today at 4:20 p.m.? I hope to hear back soon, Amy.",1,1,0,0
" Tomorrow at 10:40 a.m. I want to see it on my own. I hope this works, Corey.",1,1,0,1
Good evening Kimberly. I would like to be able to talk to a leasing agent on my tour Today at 5:30 p.m.. Thank you.,0,0,1,0
"Good morning. Tomorrow at 8:00 a.m. I can't be there in person. I hope to hear back soon, Carol.",1,1,0,0
"Wonderful Anthony. Could I schedule a Zoom tour for tomorrow at 2:00 p.m.? Thank you, Amanda.",1,0,0,0
"Alright. I wish to see the apartment in person, possibly Today at 2:00 p.m.? , Jessica.",0,0,1,1
"Great. Tomorrow at 3:40 p.m. I can't be there in person. I hope to hear back soon, Savannah.",1,1,0,0
"Wonderful. My mother wants to see the building in person, possibly Today at 9:00 a.m.? , Zachary.",0,0,1,1
"To whom it may concern, My partner wants to be accompanied on the tour  Today at 4:00 p.m.. , Ralph.",0,0,1,0
" On September 2nd I'm on vacation, so I can't visit the building. Goodbye.",1,1,0,0
"Hello Maria. Can my husband get a virtual tour for tomorrow at 9:20a.m.? I hope to hear back soon, David.",1,0,0,0
"Alright. I desire to be accompanied on my tour, perhaps Today at 2:40 p.m.? I hope this works, Dillon.",0,0,1,0
"To whom it may concern, Can I get a self guided tour on July 27th? I hope this works, James.",0,0,0,1
"Great. I would like a virtual tour, what about On May 15th? , Ryan.",1,1,0,0
"Wonderful. I wish an appointment, possibly Today at 10:00 a.m.? I hope this works.",0,0,1,1
"Hello. My client wants to have a virtual tour, maybe Tomorrow at 8:00 a.m.? Thanks in advance, Erik.",1,0,0,0
"Good evening Kimberly. Tomorrow at 3:20 p.m. I don't want a leasing agent for my tour. I hope this works, Lisa.",0,1,0,1
"Hi. I wish an appointment, maybe On November 5th? Thanks in advance, Christina.",0,0,1,1
"Great Ivan. My brother wants to be on sight  Today at 8:30 a.m.. See you soon, Phillip.",0,0,1,1
"Good evening. I want a Zoom tour, what about Tomorrow at 2:00 p.m.? I hope to hear back soon, Lisa.",1,0,0,0
"Good afternoon Karen. I wish a virtual tour  On February 14th. I hope this works, Michael.",1,1,0,0
"Good evening David. Can I see the place today? Goodbye, Laura.",1,1,1,1
". My sister wants to be accompanied on the tour  On July 7th. Thank you, Denise.",0,0,1,0
"Wonderful Raymond. I want to see the community on video  Tomorrow at 9:30 a.m.. Thank you, Anna.",1,1,0,0
"Hi Barbara. I desire to see the community on my own, what about Today? Thanks in advance, Mary.",0,1,0,1
"Good afternoon Angela. I desire to be accompanied on my tour  Today at 9:20 a.m.. , Maria.",0,0,1,0
Great James. Could I see it in person today? See you soon.,0,0,1,1
" Amanda. Could I see it from my computer on September 7th? I hope this works, Kara.",1,1,0,0
"To whom it may concern, My sister wants to be accompanied on the tour, maybe Tomorrow? , Michael.",0,0,1,0
Cool Jessica. Tomorrow I don't want a leasing agent for my tour. .,0,1,0,1
" Today at 4:30 p.m. I can't be there in person. , Melissa.",1,1,0,0
"Cool. Tomorrow at 8:20 a.m. I can't be there in person. Let me know, Mark.",1,1,0,0
"Good evening Ryan. On January 22nd I'm traveling, so I can't visit the community. Thanks in advance.",1,1,0,0
"To whom it may concern, My mother wants to see the apartment in person  On July 25th. Thank you, Alexa.",0,0,1,1
"Hi Yolanda. My sister wants to be on sight, perhaps On October 2nd? Thank you, Hannah.",0,0,1,1
"Good afternoon Alicia. I desire to see it from my computer, possibly On June 21st? Thank you, Tina.",1,1,0,0
"Good morning Shawn. I would like to see the building on my own, maybe Tomorrow? Thanks in advance.",0,1,0,1
"Hey Ernest. I desire to see the flat on video, perhaps On August 20th? I hope to hear back soon.",1,1,0,0
"Good evening Gary. My partner wants to be accompanied on the tour, maybe Today at 5:20 p.m.? , Jacob.",0,0,1,0
Good evening Jaclyn. Could I schedule an appointment with a leasing agent today at 3:30 p.m.? .,0,0,1,0
"Hi Megan. My mother wants to actually see the apartment, what about Tomorrow at 10:20 a.m.? Thanks in advance.",0,0,1,1
"Great. Could I schedule a 3D tour for tomorrow at 9:00a.m.? Thanks in advance, Jason.",1,1,0,0
"Cool Kelly. Tomorrow I can't be there in person. Thanks, Jacob.",1,1,0,0
" I desire to see it, but can't come in person, perhaps On March 25th? Thanks, William.",1,1,0,0
"Perfect Sophia. I wish a tour with a leasing agent, what about Tomorrow at 1:10 p.m.? , Billy.",0,0,1,0
"Cool. Can my brother see the place on October 12th? Let me know, Francis.",0,0,1,1
" I need to schedule a call, perhaps Today at 8:00 a.m.? See you soon, Sean.",1,0,0,0
" Jennifer. I wish a tour with a leasing agent, possibly Tomorrow at 10:20 a.m.? Goodbye, Lauren.",0,0,1,0
"To whom it may concern, I need to see the place in person, maybe On June 21st? Thanks, Lynn.",0,0,1,1
"Hey Robert. My husband wants to be on sight, perhaps Tomorrow at 5:00 p.m.? See you soon, Dustin.",0,0,1,1
"Good morning Tamara. My wife wants to actually see the building, possibly Today at 5:40 p.m.? I hope to hear back soon, Jason.",0,0,1,1
"Good evening Matthew. I want to see the rental unit in person, possibly Tomorrow at 4:20 p.m.? Thank you, Lisa.",0,0,1,1
"Hello Brian. I wish a tour with a leasing agent, possibly Tomorrow? Goodbye, Michael.",0,0,1,0
"Great. Tomorrow I don't want a leasing agent for my tour. See you soon, Kerry.",0,1,0,1
"Perfect. Could I talk to a leasing agent on my tour on April 28th? Thanks, Meredith.",0,0,1,0
" Brian. Can I schedule an appointment for May 20th? Thanks, Nicholas.",0,0,1,1
"Sounds good Charles. I would like to see it, but can't come in person, possibly Tomorrow at 1:40 p.m.? .",1,1,0,0
Good afternoon. On June 17th I can't be there in person. I hope to hear back soon.,1,1,0,0
"Hi. I need to have a look at the unit, perhaps Today at 2:40 p.m.? Thanks, Earl.",1,1,1,1
"Wonderful Michael. I need to have a look at the apartment, what about Today at 10:30 a.m.? Thank you, Brittney.",1,1,1,1
"Hey Janice. Can I get someone with me on my tour tomorrow at 4:10 p.m.? See you soon, Amber.",0,0,1,0
"Good afternoon Sean. I need to see the community in person, possibly On December 27th? Thanks in advance, Tara.",0,0,1,1
"Perfect Erik. My partner wants to actually see the apartment, what about Today at 4:30 p.m.? I hope this works, Karen.",0,0,1,1
"Great Destiny. Could I see the place tomorrow at 1:10 p.m.? See you soon, Marcus.",1,1,1,1
"Good morning Cheryl. I wish a video tour, what about Tomorrow at 10:30 a.m.? Goodbye.",1,1,0,0
" Could I schedule an online tour for today at 9:10 a.m.? Thank you, Destiny.",1,1,0,0
"To whom it may concern, I desire to have a look at the building  Tomorrow at 9:10 a.m.. Thank you, Emily.",1,1,1,1
". I need to see the place, maybe Today at 5:30 p.m.? Thanks in advance.",1,1,1,1
"Good evening Amanda. I need to be accompanied on my tour, maybe On March 9th? I hope to hear back soon, Cynthia.",0,0,1,0
"Hi. I want to see the building in person, what about Tomorrow at 4:30 p.m.? See you soon, Tommy.",0,0,1,1
Good afternoon. Can my wife see the apartment in person on May 19th? Let me know.,0,0,1,1
"Good afternoon Brooke. Can I see the place on video today at 3:00 p.m.? Goodbye, Rebecca.",1,1,0,0
" Could I schedule a self guided tour for today at 9:30a.m.? Goodbye, Valerie.",0,0,0,1
 Could I get a self guided tour for today at 2:00 p.m.? I hope this works.,0,0,0,1
"Hi Courtney. Can my wife see the rental unit in person today at 1:30 p.m.? I hope to hear back soon, Stacy.",0,0,1,1
"Good afternoon Bryan. I wish to see the community in person, perhaps Today at 3:40 p.m.? I hope to hear back soon, Beth.",0,0,1,1
"Cool Julie. I wish a tour without a leasing agent, perhaps Today at 10:20 a.m.? See you soon, Tamara.",0,0,0,1
"Perfect Tamara. Can I get someone with me on my tour today at 1:20 p.m.? Thanks, Debra.",0,0,1,0
"Perfect Cassandra. I would like someone with me on my tour  On September 2nd. Goodbye, Michelle.",0,0,1,0
"Perfect. My partner wants to be accompanied on the tour, possibly On June 19th? Goodbye, Kristen.",0,0,1,0
" I desire to see it, but can't come in person, possibly On November 17th? I hope to hear back soon, Megan.",1,1,0,0
"Wonderful Jay. I need to see the building on my own, perhaps Tomorrow? I hope to hear back soon, Brandon.",0,1,0,1
"Great Don. I need to see the apartment in person, maybe On May 25th? Let me know.",0,0,1,1
"Hey Christina. I need to be able to talk to a leasing agent on my tour, what about Tomorrow at 8:20 a.m.? , Chad.",0,0,1,0
 I desire a self guided tour  Tomorrow at 10:00 a.m.. Let me know.,0,0,0,1
"Sounds good Robert. I need to see it in person, what about On September 12th? Let me know.",0,0,1,1
"Sounds good Kenneth. I wish to see the rental unit on video, perhaps On January 5th? Thank you, Andrea.",1,1,0,0
"Good evening. My brother wants to be on sight, perhaps On May 8th? .",0,0,1,1
"Hi Jason. I want a tour with a leasing agent, maybe Today? I hope to hear back soon, Eric.",0,0,1,0
" Jennifer. My mother wants to see the apartment in person, maybe Today at 8:30 a.m.? Let me know.",0,0,1,1
"Wonderful. I want an online tour, perhaps On January 22nd? Thank you.",1,1,0,0
"Hi Cindy. I wish to be able to talk to a leasing agent on my tour, maybe Tomorrow? Goodbye, Rachel.",0,0,1,0
" I desire to see it, but can't come in person, perhaps Tomorrow at 3:40 p.m.? Thanks in advance.",1,1,0,0
"To whom it may concern, I wish to see it from my computer, possibly On July 11th? Let me know, Jared.",1,1,0,0
"Hello Chad. Today at 8:40 a.m. I can't be there in person. I hope this works, Mary.",1,1,0,0
" Larry. My brother wants to be on sight, perhaps On April 4th? Let me know.",0,0,1,1
"Hello Megan. I want a tour without a leasing agent, possibly Today at 5:20 p.m.? Thanks.",0,0,0,1
Hey Nicole. Tomorrow at 3:10 p.m. I would like to see it on my own. Goodbye.,1,1,0,1
"Good morning Andrea. I would like to see the place in person, perhaps On July 16th? Thanks, Janet.",0,0,1,1
"Great. On July 22nd I can't be there in person. Goodbye, Bryan.",1,1,0,0
"Good evening Brian. I desire to be able to talk to a leasing agent on my tour, possibly Today at 1:10 p.m.? , Christian.",0,0,1,0
"Good evening Savannah. I would like to see it on my own, maybe On July 10th? Thanks, Sara.",1,1,0,1
"Hi Julia. On March 1st I can't be there in person. I hope this works, Kimberly.",1,1,0,0
"Good afternoon. I desire an online tour, maybe Tomorrow at 10:30 a.m.? I hope to hear back soon, John.",1,1,0,0
"Good afternoon. I want an appointment Tomorrow at 2:10 p.m.. Let me know, Robert.",0,0,1,1
"Good evening Jason. My partner wants to have a virtual tour, possibly On May 23rd? Let me know, Leonard.",1,0,0,0
" My brother wants to have a virtual tour, maybe Tomorrow at 2:10 p.m.? Thanks in advance, Jerry.",1,0,0,0
"Good morning Jennifer. On July 24th I don't want a leasing agent for my tour. Goodbye, Jason.",0,1,0,1
"Good morning Mary. My father wants to have a virtual tour, perhaps Today at 1:40 p.m.? , Manuel.",1,0,0,0
"Sounds good. Could I have a look at the unit tomorrow at 5:40 p.m.? , Jill.",1,1,1,1
"Good morning Joseph. Tomorrow I can't be there in person. I hope this works, Rebecca.",1,1,0,0
"Good evening. I desire someone with me on my tour, possibly On July 29th? See you soon.",0,0,1,0
"Alright Alison. I wish to be accompanied on my tour, maybe Today at 2:10 p.m.? Goodbye.",0,0,1,0
"Cool. I wish to see the place, maybe Today at 9:30 a.m.? Thank you, Nathan.",1,1,1,1
"To whom it may concern, I desire an online tour, perhaps Today at 2:40 p.m.? See you soon.",1,1,0,0
Good morning Joseph. Could I schedule a video tour for today? I hope to hear back soon.,1,1,0,0
"Wonderful Robert. I need to see it from my computer, possibly Today at 3:00 p.m.? Thank you.",1,1,0,0
"Cool. I desire to see the rental unit on my own, what about Today at 9:20 a.m.? Let me know.",0,1,0,1
" Michael. I wish an online tour, possibly Tomorrow at 3:30 p.m.? Goodbye.",1,1,0,0
Hello. On August 25th I can't be there in person. I hope this works.,1,1,0,0
"Hello April. I wish to have a look at the community  On May 24th. Thank you, Rachel.",1,1,1,1
"Alright. My husband wants to have a virtual tour, maybe On April 26th? Thanks, Brandon.",1,0,0,0
"Cool Alyssa. I would like to schedule a call, perhaps Tomorrow at 2:40 p.m.? See you soon.",1,0,0,0
"Hi Kevin. I would like a virtual tour, what about On March 14th? Thank you.",1,1,0,0
"Good afternoon. Could I see the apartment in person today at 5:10 p.m.? See you soon, James.",0,0,1,1
"Cool Donald. I wish a 3D tour  Today at 5:30 p.m.. Let me know, Erin.",1,1,0,0
Hi Christopher. I wish to see the flat in person  Tomorrow. I hope to hear back soon.,0,0,1,1
" I would like to see the community on my own, what about Today at 8:20 a.m.? Let me know, Ryan.",0,1,0,1
"Alright Denise. I wish a tour without a leasing agent, perhaps On December 14th? Thanks in advance, Isaac.",0,0,0,1
"Good morning Christopher. I would like a self guided tour, what about Today at 2:40 p.m.? Goodbye, Jill.",0,0,0,1
" Renee. My brother wants to see the apartment in person, maybe Tomorrow at 8:00 a.m.? Thank you.",0,0,1,1
"Hi Kevin. Can I schedule an appointment with a leasing agent on May 4th? Goodbye, Jennifer.",0,0,1,0
"Good evening Chelsea. Can I get a video tour for tomorrow at 3:10 p.m.? Thank you, Jose.",1,1,0,0
"Perfect. I would like to see it, but can't come in person, possibly On October 24th? I hope to hear back soon, Jennifer.",1,1,0,0
"Wonderful Jesse. My husband wants to actually see the flat, possibly Today at 4:30 p.m.? Thanks.",0,0,1,1
"Hi Stephen. Today at 8:20 a.m. I don't want a leasing agent for my tour. Let me know, John.",0,1,0,1
"Perfect James. I wish to see the apartment on video, what about Today at 10:40 a.m.? Let me know.",1,1,0,0
"Good evening Neil. I want a virtual tour  Today at 8:00 a.m.. Let me know, Amy.",1,1,0,0
"Hello Laura. I wish to see it on my own, perhaps On February 9th? I hope this works, Lonnie.",1,1,0,1
"Good afternoon Curtis. I would like to see the place, maybe On July 29th? Let me know, Martin.",1,1,1,1
"Wonderful Joshua. I need to see it, but can't come in person  On March 3rd. I hope this works, Mary.",1,1,0,0
"To whom it may concern, Today at 10:40 a.m. I'm traveling, so I can't visit the unit. Goodbye, Nicholas.",1,1,0,0
"Cool Deborah. On February 6th I need to see it, but can't come in person. I hope this works.",1,1,0,0
"To whom it may concern, I want a 3D tour  On July 23rd. Let me know, April.",1,1,0,0
Hi Rachel. Tomorrow I can't be there in person. Goodbye.,1,1,0,0
"Cool Seth. I desire to schedule a call, possibly Today at 8:20 a.m.? Thanks.",1,0,0,0
". I wish an appointment, maybe Tomorrow? Thanks in advance.",0,0,1,1
"Hey Andrea. I would like a video tour, maybe Tomorrow at 10:10 a.m.? I hope to hear back soon, Elizabeth.",1,1,0,0
"Great Teresa. I desire to be accompanied on my tour  On June 29th. I hope to hear back soon, Travis.",0,0,1,0
. Can my partner be on sight on October 4th? .,0,0,1,1
Alright Elizabeth. I want someone with me on my tour  Today. Let me know.,0,0,1,0
"Great. On March 23rd I don't want a leasing agent for my tour. Let me know, Andrew.",0,1,0,1
". I desire a tour with a leasing agent, what about Tomorrow at 4:10 p.m.? , Joseph.",0,0,1,0
"To whom it may concern, Can my mother see the rental unit tomorrow? I hope this works.",0,0,1,1
"Cool Mark. My wife wants to actually see the building, what about Today? Thanks, Preston.",0,0,1,1
"Wonderful Joshua. My wife wants to have a virtual tour, maybe On July 23rd? Let me know, Michael.",1,0,0,0
"Alright Benjamin. I want an online tour, perhaps Today at 8:30 a.m.? Goodbye.",1,1,0,0
"To whom it may concern, Tomorrow at 8:00 a.m. I desire to see it on my own. Goodbye.",1,1,0,1
"Good afternoon. Can I get a video tour for tomorrow at 3:20 p.m.? , Kathryn.",1,1,0,0
"To whom it may concern, I desire to see the building on my own  On September 12th. Thanks in advance, Lori.",0,1,0,1
"Alright Clifford. I desire someone with me on my tour  On August 26th. See you soon, Evan.",0,0,1,0
"Good morning Jonathan. I want a video tour, maybe Tomorrow at 8:40 a.m.? Thank you, Joshua.",1,1,0,0
"Hey. Tomorrow at 9:00 a.m. I don't want a leasing agent for my tour. I hope this works, Stephanie.",0,1,0,1
"Good evening Michael. I want to see the rental unit on my own, maybe Tomorrow? See you soon, Vincent.",0,1,0,1
"Alright Joyce. My partner wants to actually see the unit  Today at 8:10 a.m.. I hope to hear back soon, Mallory.",0,0,1,1
"Hey Jennifer. My mother wants to actually see the rental unit, what about Today at 5:00 p.m.? Thanks in advance, Jason.",0,0,1,1
"Good evening David. My father wants to actually see the rental unit, possibly On August 27th? Thanks, Tyler.",0,0,1,1
"To whom it may concern, Tomorrow at 10:30 a.m. I can't be there in person. Goodbye, Nancy.",1,1,0,0
"Great Eric. Can my sister see the flat tomorrow at 1:40 p.m.? See you soon, Katie.",0,0,1,1
" I desire to see the flat on my own  Today. I hope to hear back soon, Christian.",0,1,0,1
Wonderful Teresa. Can my client see the building tomorrow at 8:40 a.m.? Goodbye.,0,0,1,1
"Good morning Jeremy. I need a tour with a leasing agent, what about Today? Goodbye, Julie.",0,0,1,0
"Perfect Angela. My wife wants to be accompanied on the tour, maybe Today? Let me know, Kevin.",0,0,1,0
" My husband wants to have a virtual tour, maybe Tomorrow at 9:30 a.m.? Thanks.",1,0,0,0
"Sounds good Erin. I want to be accompanied on my tour, possibly On June 19th? Thanks, Edward.",0,0,1,0
"Hi Caleb. I need to have a look at the place, what about Today at 8:10 a.m.? , Erica.",1,1,1,1
Good afternoon Tyler. I need to have a look at the apartment  Today at 2:20 p.m.. See you soon.,1,1,1,1
Alright. Could I schedule a 3D tour on August 9th? Thanks in advance.,1,1,0,0
Wonderful Judith. I want a video tour  Tomorrow at 8:00 a.m.. See you soon.,1,1,0,0
Hello. Could I schedule a video tour for today at 4:10 p.m.? See you soon.,1,1,0,0
"Wonderful Brian. I wish to see it from my computer, possibly Today at 5:10 p.m.? See you soon, Jill.",1,1,0,0
Good morning Shelby. Tomorrow at 9:30 a.m. I can't be there in person. Thank you.,1,1,0,0
"Perfect. Could I schedule a tour with no leasing agent on June 19th? Thank you, Anthony.",0,0,0,1
"Good afternoon Julie. Today at 10:10 a.m. I would like to see it, but can't come in person. I hope to hear back soon.",1,1,0,0
"Good evening Sherry. I would like an appointment, possibly Today at 5:30 p.m.? Thanks in advance, Rebecca.",0,0,1,1
"To whom it may concern, I desire a Zoom tour, maybe On November 26th? .",1,0,0,0
"Good morning Phillip. My mother wants to actually see the building, perhaps Today at 3:40 p.m.? Thanks in advance, April.",0,0,1,1
"Good morning Joel. Could I see the place today at 2:10 p.m.? , Megan.",1,1,1,1
" I need to have a look at the place, what about On July 8th? Let me know, Anna.",1,1,1,1
"Alright Marissa. I would like to be able to talk to a leasing agent on my tour  Today at 1:00 p.m.. Thanks, Marcus.",0,0,1,0
"Great Deanna. Can I be accompanied on my tour today at 2:00 p.m.? I hope this works, Veronica.",0,0,1,0
"Alright John. I want an appointment, what about On January 2nd? Goodbye, Mark.",0,0,1,1
" Can I see the flat on video today at 5:30 p.m.? Thank you, Laura.",1,1,0,0
"Perfect William. Today at 9:10 a.m. I can't be there in person. I hope this works, Danielle.",1,1,0,0
"Good morning Kerri. Can I get an online tour today at 2:20 p.m.? Goodbye, John.",1,1,0,0
"Wonderful Gabriel. My client wants to have a virtual tour, possibly Today at 1:20 p.m.? See you soon, Kelly.",1,0,0,0
"Great. I need to have a look at the unit, what about On January 13th? Thanks in advance, Jonathan.",1,1,1,1
"Alright Holly. I desire to be able to talk to a leasing agent on my tour, maybe Today? I hope to hear back soon, Darrell.",0,0,1,0
Hey Natalie. My sister wants to be on sight  Tomorrow at 4:10 p.m.. Thank you.,0,0,1,1
"To whom it may concern, I need to see the building on my own, what about On January 23rd? I hope to hear back soon, Jeremy.",0,1,0,1
"Wonderful Tracy. Could I see the rental unit on my own today at 5:20 p.m.? Thank you, Joshua.",0,1,0,1
"Cool. I desire to have a look at the building, what about On June 3rd? I hope this works, Pamela.",1,1,1,1
"Hey Kaitlyn. Could I schedule a call for today? , Charles.",1,0,0,0
"Wonderful. My wife wants to have a virtual tour, perhaps On August 17th? Thanks in advance, Antonio.",1,0,0,0
"Hi. I need a video tour, maybe Today at 10:40 a.m.? See you soon.",1,1,0,0
"Hi Jennifer. I need to see the building in person, what about Tomorrow at 8:20 a.m.? I hope this works, Connie.",0,0,1,1
"Cool. My partner wants to be accompanied on the tour, possibly On January 6th? Goodbye, Bradley.",0,0,1,0
Good evening Barbara. Can I get a self guided tour for tomorrow at 4:10 p.m.? Thank you.,0,0,0,1
"Wonderful. I desire to have a look at the apartment, possibly Tomorrow at 10:20 a.m.? Thanks in advance.",1,1,1,1
"Hello Nicholas. I desire to see the building on video, maybe Tomorrow at 8:30 a.m.? Thanks in advance, Brittany.",1,1,0,0
"To whom it may concern, I desire to see the rental unit on my own  Today at 8:00 a.m.. Thanks in advance, Kelly.",0,1,0,1
"Great Kyle. My partner wants to see the apartment in person, maybe Tomorrow? I hope this works, Savannah.",0,0,1,1
"Wonderful Teresa. I would like to have a look at the flat, perhaps Tomorrow at 4:10 p.m.? Thanks in advance, Shelley.",1,1,1,1
"Good evening Chad. Can my father be accompanied on the tour? I hope this works, Christopher.",0,0,1,0
"Good morning Angela. I wish an appointment, possibly Today at 2:40 p.m.? See you soon.",0,0,1,1
" On August 12th I don't want a leasing agent for my tour. Let me know, Zachary.",0,1,0,1
" My wife wants to actually see the place  Tomorrow at 10:30 a.m.. I hope this works, Michael.",0,0,1,1
"Sounds good. I desire to see it in person, possibly On June 8th? .",0,0,1,1
"Hey. My wife wants to be on sight  Today at 3:20 p.m.. I hope this works, Eric.",0,0,1,1
"To whom it may concern, I need a virtual tour, perhaps On March 24th? Goodbye, Douglas.",1,1,0,0
"Hello Tanya. Can I get an appointment with a leasing agent for tomorrow? See you soon, Leah.",0,0,1,0
"Hello Daniel. I desire a tour without a leasing agent, possibly Today at 10:10 a.m.? Thank you, Jessica.",0,0,0,1
"Wonderful Phillip. I desire to schedule a call, possibly On August 11th? Thanks in advance, Cody.",1,0,0,0
"To whom it may concern, I want an appointment  On March 14th. Thanks in advance, Stephen.",0,0,1,1
"Great William. Could I schedule a virtual tour for tomorrow at 3:10 p.m.? I hope this works, Desiree.",1,1,0,0
"To whom it may concern, I need to see it on my own, perhaps Tomorrow at 5:30 p.m.? Thank you, Kevin.",1,1,0,1
"Good morning Thomas. I want a tour without a leasing agent, what about Tomorrow at 3:10 p.m.? I hope this works, Kelly.",0,0,0,1
"Hello. I need a self guided tour, what about Today? I hope to hear back soon, Briana.",0,0,0,1
"Good morning Michelle. I wish to see the apartment on video, maybe Today at 2:10 p.m.? , Troy.",1,1,0,0
" Tina. Can my sister be accompanied on the tour today at 5:30 p.m.? Thank you, Adrian.",0,0,1,0
"To whom it may concern, I wish someone with me on my tour  On November 21st. Goodbye, Bonnie.",0,0,1,0
"Good afternoon Robert. I wish a video tour, perhaps On August 10th? See you soon, Cassandra.",1,1,0,0
"Sounds good Selena. I want to see it from my computer, maybe On January 26th? I hope to hear back soon, Timothy.",1,1,0,0
Good morning. Could I schedule a Zoom tour for tomorrow at 5:30 p.m.? Let me know.,1,0,0,0
"Cool Ashley. I would like a 3D tour, maybe Today at 2:00 p.m.? Thanks in advance, Robert.",1,1,0,0
"Great Bryan. Today at 8:00 a.m. I can't be there in person. Thank you, Malik.",1,1,0,0
"Wonderful. I would like to see the place, maybe Today at 2:30 p.m.? See you soon, Alyssa.",1,1,1,1
"Perfect Alan. I would like to be able to talk to a leasing agent on my tour  On March 9th. Thanks, Scott.",0,0,1,0
Good afternoon Pamela. Today at 10:10 a.m. I can't be there in person. .,1,1,0,0
"Alright. I would like to see the flat on my own, what about On March 20th? Thank you.",0,1,0,1
"Hey Jessica. I want a self guided tour, maybe On January 12th? Let me know, Jennifer.",0,0,0,1
"Good morning Miranda. My father wants to see the rental unit in person, what about Tomorrow at 5:40 p.m.? Let me know.",0,0,1,1
"Good afternoon Michael. My mother wants to see the unit in person, possibly On December 26th? Let me know, Kevin.",0,0,1,1
Good afternoon Dennis. I want a self guided tour On May 19th. .,0,0,0,1
"Good evening James. I wish to be accompanied on my tour, possibly On July 1st? See you soon, Edward.",0,0,1,0
"Good morning Daniel. I need to see the building in person, possibly On January 23rd? Thanks.",0,0,1,1
"Cool Caroline. I wish to see the place  Today. , Victoria.",1,1,1,1
"Good afternoon. I desire a video tour, what about On March 11th? Goodbye.",1,1,0,0
"Good morning Craig. I want to have a look at the flat, what about Today? Thanks, Mark.",1,1,1,1
"Wonderful Brett. My father wants to actually see the place, perhaps Tomorrow at 1:10 p.m.? Thanks.",0,0,1,1
"Good morning. I want to see it on my own, what about Today at 4:40 p.m.? Let me know, Christian.",1,1,0,1
"Cool James. I desire to see the unit in person, perhaps Tomorrow at 3:00 p.m.? I hope this works, Melissa.",0,0,1,1
"Sounds good. I desire a video tour, possibly On September 5th? I hope to hear back soon, Jennifer.",1,1,0,0
"Wonderful Lisa. I want to see it on my own, perhaps On October 4th? , Kristine.",1,1,0,1
"Good evening. Today at 2:10 p.m. I need to see it on my own. Thanks in advance, Sierra.",1,1,0,1
" I need to see the place, what about Today at 10:40 a.m.? Thank you, Jeremy.",1,1,1,1
" Heather. I desire to see it on my own, perhaps On August 7th? Thank you, Jillian.",1,1,0,1
"Sounds good. Can my father schedule a virtual tour on April 12th? I hope to hear back soon, Billy.",1,0,0,0
"To whom it may concern, I need to see the place on my own, possibly Tomorrow at 5:40 p.m.? I hope to hear back soon, Isaac.",0,1,0,1
"Good afternoon Pam. I need someone with me on my tour, possibly Tomorrow at 1:40 p.m.? Thanks in advance, Jose.",0,0,1,0
"Cool. Today at 10:30 a.m. I'm away, so I can't visit the place. Let me know.",1,1,0,0
"To whom it may concern, My husband wants to be accompanied on the tour, possibly Today at 1:40 p.m.? Goodbye, Jeffrey.",0,0,1,0
". Could I schedule an appointment with a leasing agent on February 8th? I hope to hear back soon, Angela.",0,0,1,0
"Wonderful Joshua. I would like to see it from my computer, possibly On October 14th? Goodbye, Austin.",1,1,0,0
"Cool Marissa. Today at 9:40 a.m. I'm traveling, so I can't visit the building. , Ryan.",1,1,0,0
"Sounds good Morgan. I need to see the flat in person, possibly Today at 9:30 a.m.? Goodbye.",0,0,1,1
"Good afternoon Anna. I would like a virtual tour, maybe On December 9th? I hope this works, Christina.",1,1,0,0
"Alright Tara. My brother wants to see the rental unit in person  Tomorrow at 2:20 p.m.. Goodbye, Jordan.",0,0,1,1
"Sounds good Gregory. Can I see the place tomorrow at 9:20 a.m.? I hope to hear back soon, Michael.",1,1,1,1
Good morning Matthew. Could I be accompanied on my tour tomorrow at 10:10 a.m.? Thanks.,0,0,1,0
"Wonderful. I desire a self guided tour, maybe On April 21st? I hope this works, Kathryn.",0,0,0,1
